round,ticket_id,annotator,intent,sentiment,role
R2,GF-0468,A2,billing_payments,neutral,production
R2,GF-0469,A2,other_contact,neutral,production
R2,GF-0470,A2,shipping_delivery,neutral,overlap
R2,GF-0472,A2,shipping_delivery,negative,production
R2,GF-0473,A2,account_access,neutral,overlap
R2,GF-0475,A2,cancellation,negative,production
R2,GF-0476,A2,other_contact,neutral,overlap
R2,GF-0477,A2,billing_payments,negative,overlap
R2,GF-0479,A2,other_contact,neutral,production
R2,GF-0482,A2,other_contact,neutral,overlap
R2,GF-0485,A2,cancellation,positive,overlap
R2,GF-0490,A2,refund_request,neutral,production
R2,GF-0491,A2,refund_request,negative,overlap
R2,GF-0494,A2,billing_payments,negative,overlap
R2,GF-0495,A2,other_contact,negative,production
R2,GF-0497,A2,cancellation,neutral,production
R2,GF-0500,A2,other_contact,neutral,overlap
R2,GF-0502,A2,refund_request,neutral,overlap
R2,GF-0504,A2,shipping_delivery,negative,production
R2,GF-0509,A2,refund_request,neutral,production
R2,GF-0516,A2,refund_request,negative,overlap
R2,GF-0518,A2,refund_request,positive,production
R2,GF-0521,A2,refund_request,neutral,production
R2,GF-0525,A2,other_contact,neutral,production
R2,GF-0528,A2,other_contact,neutral,production
R2,GF-0533,A2,shipping_delivery,negative,overlap
R2,GF-0534,A2,refund_request,neutral,overlap
R2,GF-0536,A2,refund_request,neutral,production
R2,GF-0537,A2,other_contact,negative,overlap
R2,GF-0538,A2,cancellation,negative,overlap
R2,GF-0539,A2,billing_payments,neutral,production
R2,GF-0540,A2,feedback_complaints,neutral,overlap
R2,GF-0542,A2,billing_payments,neutral,production
R2,GF-0544,A2,other_contact,negative,overlap
R2,GF-0546,A2,refund_request,neutral,overlap
R2,GF-0547,A2,shipping_delivery,positive,overlap
R2,GF-0548,A2,other_contact,negative,production
R2,GF-0550,A2,shipping_delivery,neutral,production
R2,GF-0552,A2,billing_payments,neutral,overlap
R2,GF-0553,A2,refund_request,negative,overlap
R2,GF-0554,A2,other_contact,negative,production
R2,GF-0555,A2,other_contact,neutral,production
R2,GF-0557,A2,shipping_delivery,neutral,production
R2,GF-0566,A2,cancellation,neutral,production
R2,GF-0567,A2,refund_request,negative,overlap
R2,GF-0568,A2,other_contact,neutral,production
R2,GF-0569,A2,billing_payments,negative,production
R2,GF-0570,A2,account_access,neutral,production
R2,GF-0572,A2,billing_payments,negative,overlap
R2,GF-0573,A2,cancellation,positive,production
R2,GF-0577,A2,refund_request,neutral,overlap
R2,GF-0581,A2,cancellation,neutral,overlap
R2,GF-0582,A2,refund_request,neutral,production
R2,GF-0583,A2,feedback_complaints,neutral,overlap
R2,GF-0586,A2,billing_payments,negative,production
R2,GF-0587,A2,refund_request,negative,overlap
R2,GF-0588,A2,order_changes,neutral,overlap
R2,GF-0589,A2,other_contact,neutral,overlap
R2,GF-0590,A2,shipping_delivery,negative,overlap
R2,GF-0591,A2,billing_payments,negative,overlap
R2,GF-0592,A2,feedback_complaints,neutral,overlap
R2,GF-0595,A2,shipping_delivery,neutral,production
R2,GF-0596,A2,refund_request,negative,overlap
R2,GF-0598,A2,account_access,negative,overlap
R2,GF-0599,A2,billing_payments,negative,production
R2,GF-0600,A2,billing_payments,negative,production
R2,GF-0003,A3,billing_payments,negative,overlap
R2,GF-0004,A3,cancellation,negative,overlap
R2,GF-0006,A3,refund_request,negative,overlap
R2,GF-0007,A3,account_access,neutral,overlap
R2,GF-0011,A3,refund_request,neutral,production
R2,GF-0012,A3,billing_payments,negative,overlap
R2,GF-0013,A3,other_contact,neutral,production
R2,GF-0015,A3,other_contact,neutral,production
R2,GF-0019,A3,other_contact,negative,production
R2,GF-0021,A3,other_contact,neutral,production
R2,GF-0022,A3,account_access,negative,overlap
R2,GF-0024,A3,refund_request,negative,overlap
R2,GF-0026,A3,refund_request,neutral,overlap
R2,GF-0028,A3,feedback_complaints,negative,overlap
R2,GF-0029,A3,account_access,neutral,production
R2,GF-0030,A3,cancellation,neutral,overlap
R2,GF-0031,A3,refund_request,neutral,overlap
R2,GF-0033,A3,refund_request,positive,overlap
R2,GF-0035,A3,billing_payments,neutral,production
R2,GF-0036,A3,shipping_delivery,negative,overlap
R2,GF-0039,A3,feedback_complaints,positive,production
R2,GF-0040,A3,billing_payments,negative,production
R2,GF-0041,A3,other_contact,negative,overlap
R2,GF-0042,A3,other_contact,neutral,overlap
R2,GF-0045,A3,account_access,negative,overlap
R2,GF-0049,A3,refund_request,neutral,production
R2,GF-0050,A3,refund_request,neutral,production
R2,GF-0051,A3,billing_payments,neutral,production
R2,GF-0054,A3,shipping_delivery,neutral,overlap
R2,GF-0055,A3,refund_request,neutral,overlap
R2,GF-0057,A3,other_contact,neutral,production
R2,GF-0058,A3,refund_request,negative,overlap
R2,GF-0060,A3,feedback_complaints,neutral,production
R2,GF-0062,A3,order_changes,neutral,production
R2,GF-0064,A3,feedback_complaints,neutral,overlap
R2,GF-0065,A3,billing_payments,negative,production
R2,GF-0067,A3,feedback_complaints,neutral,overlap
R2,GF-0071,A3,refund_request,positive,overlap
R2,GF-0072,A3,order_changes,neutral,overlap
R2,GF-0074,A3,other_contact,neutral,production
R2,GF-0076,A3,refund_request,negative,overlap
R2,GF-0078,A3,shipping_delivery,neutral,overlap
R2,GF-0080,A3,billing_payments,negative,production
R2,GF-0081,A3,other_contact,negative,overlap
R2,GF-0082,A3,feedback_complaints,positive,overlap
R2,GF-0083,A3,billing_payments,neutral,production
R2,GF-0084,A3,cancellation,negative,production
R2,GF-0086,A3,other_contact,neutral,production
R2,GF-0088,A3,other_contact,negative,overlap
R2,GF-0089,A3,refund_request,neutral,production
R2,GF-0092,A3,cancellation,positive,production
R2,GF-0093,A3,account_access,positive,production
R2,GF-0094,A3,other_contact,neutral,production
R2,GF-0097,A3,shipping_delivery,negative,overlap
R2,GF-0098,A3,feedback_complaints,neutral,overlap
R2,GF-0101,A3,feedback_complaints,neutral,production
R2,GF-0104,A3,other_contact,neutral,production
R2,GF-0105,A3,cancellation,neutral,overlap
R2,GF-0106,A3,cancellation,negative,overlap
R2,GF-0107,A3,shipping_delivery,negative,production
R2,GF-0111,A3,account_access,neutral,production
R2,GF-0112,A3,other_contact,neutral,overlap
R2,GF-0113,A3,billing_payments,negative,production
R2,GF-0114,A3,refund_request,neutral,production
R2,GF-0115,A3,account_access,neutral,overlap
R2,GF-0116,A3,account_access,neutral,production
R2,GF-0119,A3,shipping_delivery,negative,overlap
R2,GF-0121,A3,other_contact,neutral,overlap
R2,GF-0122,A3,refund_request,negative,overlap
R2,GF-0123,A3,refund_request,positive,overlap
R2,GF-0124,A3,refund_request,neutral,overlap
R2,GF-0126,A3,refund_request,neutral,overlap
R2,GF-0129,A3,account_access,negative,overlap
R2,GF-0130,A3,shipping_delivery,neutral,production
R2,GF-0134,A3,billing_payments,neutral,overlap
R2,GF-0135,A3,refund_request,neutral,production
R2,GF-0137,A3,feedback_complaints,neutral,production
R2,GF-0138,A3,billing_payments,neutral,overlap
R2,GF-0139,A3,order_changes,neutral,overlap
R2,GF-0142,A3,refund_request,neutral,overlap
R2,GF-0149,A3,refund_request,negative,overlap
R2,GF-0150,A3,other_contact,negative,overlap
R2,GF-0151,A3,refund_request,neutral,overlap
R2,GF-0155,A3,shipping_delivery,neutral,overlap
R2,GF-0156,A3,cancellation,negative,production
R2,GF-0157,A3,account_access,neutral,production
R2,GF-0159,A3,account_access,negative,overlap
R2,GF-0160,A3,account_access,neutral,overlap
R2,GF-0161,A3,billing_payments,neutral,overlap
R2,GF-0162,A3,refund_request,positive,production
R2,GF-0164,A3,billing_payments,neutral,overlap
R2,GF-0168,A3,account_access,neutral,production
R2,GF-0169,A3,refund_request,negative,overlap
R2,GF-0170,A3,account_access,neutral,overlap
R2,GF-0171,A3,other_contact,positive,production
R2,GF-0173,A3,refund_request,neutral,production
R2,GF-0174,A3,feedback_complaints,neutral,production
R2,GF-0175,A3,cancellation,negative,overlap
R2,GF-0178,A3,other_contact,negative,production
R2,GF-0179,A3,account_access,neutral,overlap
R2,GF-0183,A3,refund_request,neutral,overlap
R2,GF-0185,A3,billing_payments,neutral,overlap
R2,GF-0186,A3,feedback_complaints,neutral,production
R2,GF-0187,A3,other_contact,neutral,production
R2,GF-0188,A3,refund_request,neutral,overlap
R2,GF-0189,A3,other_contact,neutral,overlap
R2,GF-0190,A3,other_contact,neutral,overlap
R2,GF-0191,A3,other_contact,neutral,production
R2,GF-0192,A3,billing_payments,negative,overlap
R2,GF-0194,A3,account_access,neutral,production
R2,GF-0196,A3,refund_request,neutral,overlap
R2,GF-0198,A3,refund_request,negative,overlap
R2,GF-0199,A3,refund_request,neutral,overlap
R2,GF-0202,A3,refund_request,neutral,overlap
R2,GF-0203,A3,other_contact,neutral,overlap
R2,GF-0204,A3,refund_request,neutral,production
R2,GF-0205,A3,shipping_delivery,negative,overlap
R2,GF-0207,A3,billing_payments,neutral,overlap
R2,GF-0208,A3,refund_request,positive,production
R2,GF-0209,A3,refund_request,negative,overlap
R2,GF-0210,A3,other_contact,negative,production
R2,GF-0215,A3,billing_payments,negative,production
R2,GF-0217,A3,cancellation,neutral,overlap
R2,GF-0220,A3,order_changes,neutral,overlap
R2,GF-0221,A3,refund_request,neutral,overlap
R2,GF-0222,A3,feedback_complaints,neutral,production
R2,GF-0226,A3,refund_request,neutral,production
R2,GF-0228,A3,other_contact,neutral,production
R2,GF-0231,A3,other_contact,neutral,production
R2,GF-0234,A3,other_contact,negative,production
R2,GF-0236,A3,billing_payments,neutral,overlap
R2,GF-0237,A3,refund_request,neutral,production
R2,GF-0243,A3,cancellation,neutral,overlap
R2,GF-0244,A3,other_contact,positive,overlap
R2,GF-0247,A3,refund_request,neutral,overlap
R2,GF-0249,A3,refund_request,negative,overlap
R2,GF-0250,A3,cancellation,positive,overlap
R2,GF-0253,A3,cancellation,positive,overlap
R2,GF-0254,A3,refund_request,neutral,production
R2,GF-0255,A3,refund_request,negative,production
R2,GF-0259,A3,other_contact,neutral,production
R2,GF-0261,A3,other_contact,neutral,overlap
R2,GF-0265,A3,other_contact,negative,production
R2,GF-0266,A3,billing_payments,neutral,overlap
R2,GF-0267,A3,other_contact,negative,overlap
R2,GF-0269,A3,refund_request,positive,production
R2,GF-0273,A3,cancellation,neutral,overlap
R2,GF-0274,A3,cancellation,neutral,production
R2,GF-0275,A3,shipping_delivery,negative,overlap
R2,GF-0276,A3,refund_request,negative,overlap
R2,GF-0277,A3,billing_payments,neutral,production
R2,GF-0278,A3,account_access,neutral,production
R2,GF-0279,A3,refund_request,neutral,overlap
R2,GF-0280,A3,refund_request,neutral,overlap
R2,GF-0281,A3,billing_payments,negative,overlap
R2,GF-0283,A3,other_contact,neutral,production
R2,GF-0284,A3,other_contact,neutral,production
R2,GF-0287,A3,other_contact,neutral,production
R2,GF-0291,A3,refund_request,positive,overlap
R2,GF-0292,A3,shipping_delivery,neutral,overlap
R2,GF-0295,A3,order_changes,positive,overlap
R2,GF-0298,A3,refund_request,negative,overlap
R2,GF-0299,A3,other_contact,neutral,overlap
R2,GF-0302,A3,other_contact,neutral,production
R2,GF-0303,A3,other_contact,neutral,production
R2,GF-0306,A3,feedback_complaints,negative,production
R2,GF-0311,A3,account_access,neutral,production
R2,GF-0313,A3,other_contact,neutral,production
R2,GF-0318,A3,cancellation,positive,overlap
R2,GF-0319,A3,cancellation,neutral,overlap
R2,GF-0321,A3,shipping_delivery,neutral,overlap
R2,GF-0322,A3,other_contact,positive,production
R2,GF-0324,A3,refund_request,neutral,overlap
R2,GF-0325,A3,shipping_delivery,neutral,overlap
R2,GF-0329,A3,other_contact,neutral,production
R2,GF-0332,A3,other_contact,neutral,overlap
R2,GF-0334,A3,other_contact,neutral,overlap
R2,GF-0335,A3,other_contact,neutral,production
R2,GF-0336,A3,shipping_delivery,negative,overlap
R2,GF-0338,A3,feedback_complaints,negative,overlap
R2,GF-0339,A3,billing_payments,neutral,overlap
R2,GF-0340,A3,shipping_delivery,neutral,production
R2,GF-0343,A3,billing_payments,neutral,production
R2,GF-0345,A3,cancellation,negative,overlap
R2,GF-0348,A3,cancellation,neutral,production
R2,GF-0353,A3,other_contact,neutral,production
R2,GF-0354,A3,other_contact,neutral,production
R2,GF-0356,A3,feedback_complaints,neutral,overlap
R2,GF-0357,A3,cancellation,negative,overlap
R2,GF-0358,A3,other_contact,negative,production
R2,GF-0359,A3,cancellation,positive,overlap
R2,GF-0360,A3,refund_request,negative,overlap
R2,GF-0361,A3,order_changes,neutral,overlap
R2,GF-0364,A3,feedback_complaints,neutral,overlap
R2,GF-0365,A3,other_contact,neutral,overlap
R2,GF-0366,A3,shipping_delivery,negative,overlap
R2,GF-0367,A3,billing_payments,positive,production
R2,GF-0369,A3,account_access,negative,overlap
R2,GF-0370,A3,refund_request,negative,overlap
R2,GF-0371,A3,billing_payments,neutral,production
R2,GF-0373,A3,refund_request,negative,overlap
R2,GF-0374,A3,billing_payments,positive,overlap
R2,GF-0376,A3,cancellation,negative,overlap
R2,GF-0377,A3,refund_request,negative,overlap
R2,GF-0381,A3,refund_request,neutral,overlap
R2,GF-0382,A3,refund_request,neutral,production
R2,GF-0385,A3,other_contact,neutral,production
R2,GF-0387,A3,billing_payments,negative,overlap
R2,GF-0388,A3,other_contact,neutral,production
R2,GF-0390,A3,refund_request,negative,overlap
R2,GF-0392,A3,refund_request,positive,production
R2,GF-0394,A3,billing_payments,neutral,overlap
R2,GF-0395,A3,shipping_delivery,neutral,production
R2,GF-0396,A3,other_contact,negative,production
R2,GF-0398,A3,billing_payments,neutral,production
R2,GF-0400,A3,refund_request,positive,overlap
R2,GF-0401,A3,billing_payments,neutral,overlap
R2,GF-0402,A3,account_access,negative,production
R2,GF-0403,A3,account_access,neutral,production
R2,GF-0405,A3,cancellation,negative,overlap
R2,GF-0406,A3,cancellation,negative,overlap
R2,GF-0407,A3,refund_request,neutral,production
R2,GF-0408,A3,billing_payments,neutral,overlap
R2,GF-0410,A3,shipping_delivery,negative,production
R2,GF-0411,A3,other_contact,negative,overlap
R2,GF-0413,A3,refund_request,neutral,overlap
R2,GF-0414,A3,shipping_delivery,negative,production
R2,GF-0415,A3,other_contact,negative,overlap
R2,GF-0417,A3,refund_request,neutral,production
R2,GF-0419,A3,billing_payments,negative,overlap
R2,GF-0420,A3,account_access,positive,overlap
R2,GF-0425,A3,account_access,negative,overlap
R2,GF-0429,A3,cancellation,neutral,production
R2,GF-0430,A3,refund_request,neutral,overlap
R2,GF-0432,A3,refund_request,neutral,production
R2,GF-0433,A3,other_contact,neutral,production
R2,GF-0435,A3,cancellation,neutral,overlap
R2,GF-0436,A3,billing_payments,neutral,production
R2,GF-0437,A3,feedback_complaints,neutral,production
R2,GF-0440,A3,cancellation,neutral,overlap
R2,GF-0442,A3,account_access,neutral,overlap
R2,GF-0443,A3,cancellation,neutral,overlap
R2,GF-0444,A3,billing_payments,negative,production
R2,GF-0445,A3,feedback_complaints,neutral,production
R2,GF-0446,A3,cancellation,neutral,overlap
R2,GF-0448,A3,refund_request,neutral,production
R2,GF-0450,A3,other_contact,negative,production
R2,GF-0454,A3,other_contact,negative,production
R2,GF-0460,A3,refund_request,positive,overlap
R2,GF-0462,A3,cancellation,neutral,production
R2,GF-0463,A3,shipping_delivery,negative,overlap
R2,GF-0464,A3,other_contact,neutral,production
R2,GF-0465,A3,other_contact,neutral,overlap
R2,GF-0466,A3,cancellation,neutral,overlap
R2,GF-0467,A3,other_contact,neutral,overlap
R2,GF-0470,A3,shipping_delivery,neutral,overlap
R2,GF-0473,A3,account_access,neutral,overlap
R2,GF-0474,A3,shipping_delivery,neutral,production
R2,GF-0476,A3,other_contact,neutral,overlap
R2,GF-0477,A3,billing_payments,neutral,overlap
R2,GF-0482,A3,other_contact,neutral,overlap
R2,GF-0483,A3,billing_payments,neutral,production
R2,GF-0485,A3,feedback_complaints,positive,overlap
R2,GF-0486,A3,account_access,neutral,production
R2,GF-0487,A3,feedback_complaints,neutral,production
R2,GF-0488,A3,refund_request,negative,production
R2,GF-0489,A3,account_access,negative,production
R2,GF-0491,A3,refund_request,negative,overlap
R2,GF-0493,A3,other_contact,neutral,production
R2,GF-0494,A3,billing_payments,negative,overlap
R2,GF-0498,A3,feedback_complaints,neutral,production
R2,GF-0500,A3,other_contact,neutral,overlap
R2,GF-0501,A3,billing_payments,neutral,production
R2,GF-0502,A3,refund_request,neutral,overlap
R2,GF-0503,A3,shipping_delivery,negative,production
R2,GF-0506,A3,shipping_delivery,neutral,production
R2,GF-0508,A3,other_contact,positive,production
R2,GF-0510,A3,billing_payments,neutral,production
R2,GF-0516,A3,refund_request,negative,overlap
R2,GF-0517,A3,other_contact,negative,production
R2,GF-0520,A3,billing_payments,neutral,production
R2,GF-0526,A3,shipping_delivery,neutral,production
R2,GF-0533,A3,shipping_delivery,negative,overlap
R2,GF-0534,A3,refund_request,negative,overlap
R2,GF-0535,A3,billing_payments,neutral,production
R2,GF-0537,A3,other_contact,positive,overlap
R2,GF-0538,A3,cancellation,negative,overlap
R2,GF-0540,A3,feedback_complaints,neutral,overlap
R2,GF-0541,A3,account_access,neutral,production
R2,GF-0543,A3,refund_request,neutral,production
R2,GF-0544,A3,other_contact,negative,overlap
R2,GF-0545,A3,refund_request,neutral,production
R2,GF-0546,A3,refund_request,neutral,overlap
R2,GF-0547,A3,shipping_delivery,positive,overlap
R2,GF-0552,A3,billing_payments,neutral,overlap
R2,GF-0553,A3,refund_request,negative,overlap
R2,GF-0556,A3,shipping_delivery,negative,production
R2,GF-0559,A3,other_contact,neutral,production
R2,GF-0560,A3,feedback_complaints,neutral,production
R2,GF-0564,A3,other_contact,neutral,production
R2,GF-0565,A3,billing_payments,neutral,production
R2,GF-0567,A3,refund_request,negative,overlap
R2,GF-0571,A3,other_contact,neutral,production
R2,GF-0572,A3,billing_payments,negative,overlap
R2,GF-0574,A3,billing_payments,negative,production
R2,GF-0575,A3,billing_payments,negative,production
R2,GF-0576,A3,account_access,neutral,production
R2,GF-0577,A3,refund_request,neutral,overlap
R2,GF-0581,A3,cancellation,positive,overlap
R2,GF-0583,A3,feedback_complaints,neutral,overlap
R2,GF-0587,A3,refund_request,negative,overlap
R2,GF-0588,A3,order_changes,neutral,overlap
R2,GF-0589,A3,other_contact,neutral,overlap
R2,GF-0590,A3,cancellation,negative,overlap
R2,GF-0591,A3,billing_payments,negative,overlap
R2,GF-0592,A3,feedback_complaints,neutral,overlap
R2,GF-0594,A3,order_changes,neutral,production
R2,GF-0596,A3,refund_request,negative,overlap
R2,GF-0597,A3,other_contact,neutral,production
R2,GF-0598,A3,account_access,negative,overlap
