round,ticket_id,annotator,intent,sentiment,role
R1,GF-0472,A2,shipping_delivery,negative,production
R1,GF-0473,A2,account_access,neutral,overlap
R1,GF-0474,A2,shipping_delivery,negative,production
R1,GF-0475,A2,cancellation,neutral,production
R1,GF-0476,A2,other_contact,neutral,overlap
R1,GF-0477,A2,billing_payments,neutral,overlap
R1,GF-0480,A2,other_contact,negative,production
R1,GF-0481,A2,feedback_complaints,neutral,production
R1,GF-0482,A2,other_contact,neutral,overlap
R1,GF-0484,A2,other_contact,neutral,production
R1,GF-0485,A2,billing_payments,positive,overlap
R1,GF-0486,A2,account_access,neutral,production
R1,GF-0488,A2,refund_request,negative,production
R1,GF-0491,A2,refund_request,negative,overlap
R1,GF-0494,A2,billing_payments,neutral,overlap
R1,GF-0495,A2,other_contact,neutral,production
R1,GF-0496,A2,billing_payments,neutral,production
R1,GF-0499,A2,other_contact,positive,production
R1,GF-0500,A2,other_contact,neutral,overlap
R1,GF-0501,A2,billing_payments,neutral,production
R1,GF-0502,A2,refund_request,neutral,overlap
R1,GF-0504,A2,shipping_delivery,neutral,production
R1,GF-0505,A2,billing_payments,neutral,production
R1,GF-0507,A2,account_access,neutral,production
R1,GF-0508,A2,other_contact,neutral,production
R1,GF-0510,A2,billing_payments,neutral,production
R1,GF-0511,A2,other_contact,neutral,production
R1,GF-0515,A2,other_contact,neutral,production
R1,GF-0516,A2,feedback_complaints,negative,overlap
R1,GF-0517,A2,other_contact,negative,production
R1,GF-0518,A2,refund_request,positive,production
R1,GF-0519,A2,feedback_complaints,neutral,production
R1,GF-0528,A2,account_access,negative,production
R1,GF-0533,A2,shipping_delivery,neutral,overlap
R1,GF-0534,A2,refund_request,neutral,overlap
R1,GF-0537,A2,other_contact,positive,overlap
R1,GF-0538,A2,billing_payments,negative,overlap
R1,GF-0540,A2,feedback_complaints,neutral,overlap
R1,GF-0541,A2,account_access,neutral,production
R1,GF-0544,A2,other_contact,neutral,overlap
R1,GF-0546,A2,refund_request,neutral,overlap
R1,GF-0547,A2,shipping_delivery,positive,overlap
R1,GF-0548,A2,other_contact,negative,production
R1,GF-0550,A2,shipping_delivery,neutral,production
R1,GF-0552,A2,billing_payments,neutral,overlap
R1,GF-0553,A2,feedback_complaints,negative,overlap
R1,GF-0555,A2,other_contact,neutral,production
R1,GF-0556,A2,shipping_delivery,negative,production
R1,GF-0559,A2,other_contact,neutral,production
R1,GF-0560,A2,feedback_complaints,neutral,production
R1,GF-0562,A2,billing_payments,negative,production
R1,GF-0564,A2,other_contact,neutral,production
R1,GF-0565,A2,billing_payments,neutral,production
R1,GF-0567,A2,refund_request,negative,overlap
R1,GF-0571,A2,other_contact,negative,production
R1,GF-0572,A2,billing_payments,neutral,overlap
R1,GF-0573,A2,order_changes,neutral,production
R1,GF-0574,A2,billing_payments,neutral,production
R1,GF-0575,A2,billing_payments,neutral,production
R1,GF-0577,A2,refund_request,neutral,overlap
R1,GF-0581,A2,cancellation,neutral,overlap
R1,GF-0583,A2,feedback_complaints,neutral,overlap
R1,GF-0584,A2,feedback_complaints,neutral,production
R1,GF-0587,A2,refund_request,negative,overlap
R1,GF-0588,A2,order_changes,neutral,overlap
R1,GF-0589,A2,other_contact,neutral,overlap
R1,GF-0590,A2,cancellation,negative,overlap
R1,GF-0591,A2,billing_payments,negative,overlap
R1,GF-0592,A2,feedback_complaints,neutral,overlap
R1,GF-0596,A2,feedback_complaints,negative,overlap
R1,GF-0598,A2,account_access,negative,overlap
R1,GF-0003,A3,billing_payments,neutral,overlap
R1,GF-0004,A3,other_contact,negative,overlap
R1,GF-0006,A3,feedback_complaints,negative,overlap
R1,GF-0007,A3,account_access,neutral,overlap
R1,GF-0009,A3,refund_request,negative,production
R1,GF-0010,A3,other_contact,neutral,production
R1,GF-0012,A3,refund_request,negative,overlap
R1,GF-0013,A3,other_contact,neutral,production
R1,GF-0014,A3,shipping_delivery,neutral,production
R1,GF-0015,A3,other_contact,neutral,production
R1,GF-0018,A3,other_contact,positive,production
R1,GF-0020,A3,account_access,neutral,production
R1,GF-0021,A3,other_contact,neutral,production
R1,GF-0022,A3,account_access,neutral,overlap
R1,GF-0024,A3,cancellation,neutral,overlap
R1,GF-0026,A3,refund_request,neutral,overlap
R1,GF-0028,A3,feedback_complaints,positive,overlap
R1,GF-0030,A3,billing_payments,neutral,overlap
R1,GF-0031,A3,refund_request,neutral,overlap
R1,GF-0033,A3,refund_request,positive,overlap
R1,GF-0035,A3,billing_payments,neutral,production
R1,GF-0036,A3,shipping_delivery,neutral,overlap
R1,GF-0040,A3,billing_payments,neutral,production
R1,GF-0041,A3,other_contact,negative,overlap
R1,GF-0042,A3,other_contact,neutral,overlap
R1,GF-0045,A3,account_access,neutral,overlap
R1,GF-0046,A3,billing_payments,neutral,production
R1,GF-0047,A3,account_access,neutral,production
R1,GF-0048,A3,refund_request,negative,production
R1,GF-0049,A3,refund_request,neutral,production
R1,GF-0054,A3,shipping_delivery,neutral,overlap
R1,GF-0055,A3,refund_request,neutral,overlap
R1,GF-0058,A3,refund_request,neutral,overlap
R1,GF-0059,A3,shipping_delivery,neutral,production
R1,GF-0061,A3,billing_payments,negative,production
R1,GF-0063,A3,refund_request,neutral,production
R1,GF-0064,A3,shipping_delivery,neutral,overlap
R1,GF-0066,A3,account_access,neutral,production
R1,GF-0067,A3,cancellation,neutral,overlap
R1,GF-0069,A3,refund_request,neutral,production
R1,GF-0071,A3,refund_request,positive,overlap
R1,GF-0072,A3,order_changes,neutral,overlap
R1,GF-0075,A3,feedback_complaints,positive,production
R1,GF-0076,A3,refund_request,negative,overlap
R1,GF-0077,A3,cancellation,neutral,production
R1,GF-0078,A3,shipping_delivery,neutral,overlap
R1,GF-0079,A3,billing_payments,negative,production
R1,GF-0080,A3,billing_payments,neutral,production
R1,GF-0081,A3,other_contact,negative,overlap
R1,GF-0082,A3,feedback_complaints,positive,overlap
R1,GF-0085,A3,other_contact,negative,production
R1,GF-0086,A3,other_contact,neutral,production
R1,GF-0088,A3,other_contact,positive,overlap
R1,GF-0089,A3,refund_request,neutral,production
R1,GF-0095,A3,order_changes,neutral,production
R1,GF-0096,A3,order_changes,neutral,production
R1,GF-0097,A3,shipping_delivery,neutral,overlap
R1,GF-0098,A3,feedback_complaints,neutral,overlap
R1,GF-0099,A3,other_contact,neutral,production
R1,GF-0105,A3,other_contact,neutral,overlap
R1,GF-0106,A3,feedback_complaints,negative,overlap
R1,GF-0108,A3,other_contact,neutral,production
R1,GF-0110,A3,refund_request,neutral,production
R1,GF-0112,A3,other_contact,neutral,overlap
R1,GF-0114,A3,refund_request,neutral,production
R1,GF-0115,A3,account_access,neutral,overlap
R1,GF-0116,A3,account_access,neutral,production
R1,GF-0119,A3,shipping_delivery,negative,overlap
R1,GF-0120,A3,other_contact,neutral,production
R1,GF-0121,A3,other_contact,neutral,overlap
R1,GF-0122,A3,refund_request,neutral,overlap
R1,GF-0123,A3,refund_request,positive,overlap
R1,GF-0124,A3,refund_request,neutral,overlap
R1,GF-0125,A3,other_contact,neutral,production
R1,GF-0126,A3,refund_request,neutral,overlap
R1,GF-0129,A3,account_access,neutral,overlap
R1,GF-0132,A3,billing_payments,positive,production
R1,GF-0134,A3,billing_payments,neutral,overlap
R1,GF-0137,A3,feedback_complaints,neutral,production
R1,GF-0138,A3,order_changes,neutral,overlap
R1,GF-0139,A3,order_changes,negative,overlap
R1,GF-0142,A3,refund_request,neutral,overlap
R1,GF-0143,A3,other_contact,positive,production
R1,GF-0144,A3,refund_request,neutral,production
R1,GF-0146,A3,billing_payments,neutral,production
R1,GF-0148,A3,shipping_delivery,positive,production
R1,GF-0149,A3,feedback_complaints,negative,overlap
R1,GF-0150,A3,other_contact,neutral,overlap
R1,GF-0151,A3,refund_request,negative,overlap
R1,GF-0154,A3,feedback_complaints,neutral,production
R1,GF-0155,A3,shipping_delivery,positive,overlap
R1,GF-0159,A3,account_access,negative,overlap
R1,GF-0160,A3,account_access,negative,overlap
R1,GF-0161,A3,billing_payments,neutral,overlap
R1,GF-0164,A3,billing_payments,neutral,overlap
R1,GF-0169,A3,cancellation,neutral,overlap
R1,GF-0170,A3,account_access,neutral,overlap
R1,GF-0172,A3,other_contact,neutral,production
R1,GF-0174,A3,feedback_complaints,negative,production
R1,GF-0175,A3,cancellation,negative,overlap
R1,GF-0176,A3,shipping_delivery,neutral,production
R1,GF-0178,A3,other_contact,neutral,production
R1,GF-0179,A3,account_access,neutral,overlap
R1,GF-0182,A3,billing_payments,neutral,production
R1,GF-0183,A3,refund_request,neutral,overlap
R1,GF-0185,A3,billing_payments,neutral,overlap
R1,GF-0186,A3,feedback_complaints,neutral,production
R1,GF-0187,A3,other_contact,neutral,production
R1,GF-0188,A3,refund_request,neutral,overlap
R1,GF-0189,A3,refund_request,neutral,overlap
R1,GF-0190,A3,other_contact,neutral,overlap
R1,GF-0192,A3,billing_payments,negative,overlap
R1,GF-0195,A3,shipping_delivery,positive,production
R1,GF-0196,A3,refund_request,neutral,overlap
R1,GF-0197,A3,cancellation,neutral,production
R1,GF-0198,A3,feedback_complaints,negative,overlap
R1,GF-0199,A3,refund_request,neutral,overlap
R1,GF-0202,A3,cancellation,neutral,overlap
R1,GF-0203,A3,other_contact,neutral,overlap
R1,GF-0205,A3,other_contact,neutral,overlap
R1,GF-0207,A3,billing_payments,neutral,overlap
R1,GF-0209,A3,refund_request,neutral,overlap
R1,GF-0210,A3,other_contact,negative,production
R1,GF-0211,A3,refund_request,neutral,production
R1,GF-0212,A3,other_contact,positive,production
R1,GF-0214,A3,cancellation,negative,production
R1,GF-0216,A3,billing_payments,neutral,production
R1,GF-0217,A3,billing_payments,neutral,overlap
R1,GF-0218,A3,shipping_delivery,positive,production
R1,GF-0220,A3,order_changes,neutral,overlap
R1,GF-0221,A3,refund_request,neutral,overlap
R1,GF-0222,A3,shipping_delivery,neutral,production
R1,GF-0225,A3,refund_request,neutral,production
R1,GF-0228,A3,other_contact,neutral,production
R1,GF-0232,A3,refund_request,neutral,production
R1,GF-0233,A3,billing_payments,neutral,production
R1,GF-0236,A3,billing_payments,neutral,overlap
R1,GF-0241,A3,billing_payments,neutral,production
R1,GF-0242,A3,billing_payments,neutral,production
R1,GF-0243,A3,cancellation,neutral,overlap
R1,GF-0244,A3,other_contact,positive,overlap
R1,GF-0247,A3,refund_request,neutral,overlap
R1,GF-0249,A3,refund_request,neutral,overlap
R1,GF-0250,A3,cancellation,neutral,overlap
R1,GF-0253,A3,refund_request,positive,overlap
R1,GF-0255,A3,refund_request,positive,production
R1,GF-0256,A3,other_contact,neutral,production
R1,GF-0258,A3,account_access,neutral,production
R1,GF-0260,A3,order_changes,positive,production
R1,GF-0261,A3,other_contact,neutral,overlap
R1,GF-0264,A3,billing_payments,positive,production
R1,GF-0266,A3,billing_payments,neutral,overlap
R1,GF-0267,A3,other_contact,neutral,overlap
R1,GF-0268,A3,refund_request,neutral,production
R1,GF-0272,A3,other_contact,positive,production
R1,GF-0273,A3,cancellation,neutral,overlap
R1,GF-0274,A3,cancellation,neutral,production
R1,GF-0275,A3,shipping_delivery,neutral,overlap
R1,GF-0276,A3,refund_request,neutral,overlap
R1,GF-0278,A3,account_access,neutral,production
R1,GF-0279,A3,refund_request,neutral,overlap
R1,GF-0280,A3,billing_payments,neutral,overlap
R1,GF-0281,A3,billing_payments,negative,overlap
R1,GF-0290,A3,other_contact,neutral,production
R1,GF-0291,A3,refund_request,positive,overlap
R1,GF-0292,A3,shipping_delivery,neutral,overlap
R1,GF-0295,A3,order_changes,positive,overlap
R1,GF-0298,A3,refund_request,negative,overlap
R1,GF-0299,A3,other_contact,neutral,overlap
R1,GF-0303,A3,other_contact,neutral,production
R1,GF-0305,A3,other_contact,neutral,production
R1,GF-0307,A3,other_contact,neutral,production
R1,GF-0312,A3,feedback_complaints,neutral,production
R1,GF-0314,A3,other_contact,neutral,production
R1,GF-0316,A3,other_contact,neutral,production
R1,GF-0318,A3,cancellation,positive,overlap
R1,GF-0319,A3,cancellation,neutral,overlap
R1,GF-0321,A3,shipping_delivery,neutral,overlap
R1,GF-0322,A3,other_contact,neutral,production
R1,GF-0324,A3,cancellation,neutral,overlap
R1,GF-0325,A3,shipping_delivery,neutral,overlap
R1,GF-0330,A3,refund_request,neutral,production
R1,GF-0332,A3,other_contact,neutral,overlap
R1,GF-0334,A3,other_contact,neutral,overlap
R1,GF-0336,A3,shipping_delivery,neutral,overlap
R1,GF-0338,A3,feedback_complaints,negative,overlap
R1,GF-0339,A3,other_contact,neutral,overlap
R1,GF-0341,A3,refund_request,neutral,production
R1,GF-0345,A3,cancellation,neutral,overlap
R1,GF-0348,A3,cancellation,neutral,production
R1,GF-0352,A3,refund_request,neutral,production
R1,GF-0356,A3,feedback_complaints,neutral,overlap
R1,GF-0357,A3,feedback_complaints,negative,overlap
R1,GF-0359,A3,other_contact,positive,overlap
R1,GF-0360,A3,account_access,positive,overlap
R1,GF-0361,A3,order_changes,neutral,overlap
R1,GF-0363,A3,refund_request,negative,production
R1,GF-0364,A3,feedback_complaints,neutral,overlap
R1,GF-0365,A3,other_contact,negative,overlap
R1,GF-0366,A3,shipping_delivery,negative,overlap
R1,GF-0369,A3,account_access,negative,overlap
R1,GF-0370,A3,billing_payments,negative,overlap
R1,GF-0373,A3,refund_request,negative,overlap
R1,GF-0374,A3,billing_payments,positive,overlap
R1,GF-0376,A3,feedback_complaints,neutral,overlap
R1,GF-0377,A3,refund_request,neutral,overlap
R1,GF-0378,A3,other_contact,neutral,production
R1,GF-0379,A3,cancellation,neutral,production
R1,GF-0381,A3,refund_request,neutral,overlap
R1,GF-0384,A3,billing_payments,neutral,production
R1,GF-0385,A3,other_contact,neutral,production
R1,GF-0386,A3,refund_request,neutral,production
R1,GF-0387,A3,billing_payments,negative,overlap
R1,GF-0390,A3,refund_request,positive,overlap
R1,GF-0394,A3,billing_payments,neutral,overlap
R1,GF-0395,A3,shipping_delivery,neutral,production
R1,GF-0398,A3,billing_payments,neutral,production
R1,GF-0399,A3,other_contact,negative,production
R1,GF-0400,A3,refund_request,positive,overlap
R1,GF-0401,A3,billing_payments,neutral,overlap
R1,GF-0404,A3,other_contact,neutral,production
R1,GF-0405,A3,feedback_complaints,negative,overlap
R1,GF-0406,A3,other_contact,negative,overlap
R1,GF-0408,A3,billing_payments,neutral,overlap
R1,GF-0411,A3,other_contact,neutral,overlap
R1,GF-0413,A3,refund_request,neutral,overlap
R1,GF-0415,A3,other_contact,negative,overlap
R1,GF-0417,A3,refund_request,neutral,production
R1,GF-0418,A3,other_contact,neutral,production
R1,GF-0419,A3,billing_payments,neutral,overlap
R1,GF-0420,A3,account_access,negative,overlap
R1,GF-0424,A3,other_contact,neutral,production
R1,GF-0425,A3,account_access,positive,overlap
R1,GF-0427,A3,billing_payments,positive,production
R1,GF-0429,A3,cancellation,neutral,production
R1,GF-0430,A3,account_access,neutral,overlap
R1,GF-0431,A3,other_contact,positive,production
R1,GF-0433,A3,other_contact,neutral,production
R1,GF-0435,A3,cancellation,neutral,overlap
R1,GF-0437,A3,feedback_complaints,neutral,production
R1,GF-0438,A3,billing_payments,neutral,production
R1,GF-0439,A3,billing_payments,neutral,production
R1,GF-0440,A3,billing_payments,positive,overlap
R1,GF-0441,A3,cancellation,neutral,production
R1,GF-0442,A3,account_access,neutral,overlap
R1,GF-0443,A3,cancellation,neutral,overlap
R1,GF-0446,A3,billing_payments,neutral,overlap
R1,GF-0450,A3,other_contact,neutral,production
R1,GF-0451,A3,account_access,positive,production
R1,GF-0453,A3,shipping_delivery,neutral,production
R1,GF-0454,A3,other_contact,neutral,production
R1,GF-0460,A3,refund_request,positive,overlap
R1,GF-0463,A3,cancellation,neutral,overlap
R1,GF-0465,A3,other_contact,neutral,overlap
R1,GF-0466,A3,billing_payments,neutral,overlap
R1,GF-0467,A3,other_contact,neutral,overlap
R1,GF-0470,A3,shipping_delivery,neutral,overlap
R1,GF-0473,A3,account_access,neutral,overlap
R1,GF-0476,A3,other_contact,neutral,overlap
R1,GF-0477,A3,billing_payments,neutral,overlap
R1,GF-0478,A3,billing_payments,neutral,production
R1,GF-0482,A3,other_contact,neutral,overlap
R1,GF-0483,A3,billing_payments,neutral,production
R1,GF-0485,A3,account_access,positive,overlap
R1,GF-0487,A3,feedback_complaints,neutral,production
R1,GF-0491,A3,refund_request,negative,overlap
R1,GF-0492,A3,other_contact,neutral,production
R1,GF-0493,A3,other_contact,positive,production
R1,GF-0494,A3,billing_payments,positive,overlap
R1,GF-0500,A3,other_contact,neutral,overlap
R1,GF-0502,A3,refund_request,neutral,overlap
R1,GF-0509,A3,refund_request,neutral,production
R1,GF-0512,A3,billing_payments,neutral,production
R1,GF-0513,A3,billing_payments,neutral,production
R1,GF-0516,A3,feedback_complaints,negative,overlap
R1,GF-0521,A3,refund_request,neutral,production
R1,GF-0522,A3,feedback_complaints,negative,production
R1,GF-0527,A3,refund_request,positive,production
R1,GF-0531,A3,billing_payments,negative,production
R1,GF-0533,A3,shipping_delivery,neutral,overlap
R1,GF-0534,A3,refund_request,neutral,overlap
R1,GF-0536,A3,refund_request,neutral,production
R1,GF-0537,A3,other_contact,negative,overlap
R1,GF-0538,A3,cancellation,negative,overlap
R1,GF-0539,A3,shipping_delivery,neutral,production
R1,GF-0540,A3,feedback_complaints,neutral,overlap
R1,GF-0543,A3,refund_request,neutral,production
R1,GF-0544,A3,other_contact,negative,overlap
R1,GF-0545,A3,refund_request,neutral,production
R1,GF-0546,A3,cancellation,neutral,overlap
R1,GF-0547,A3,shipping_delivery,positive,overlap
R1,GF-0552,A3,order_changes,neutral,overlap
R1,GF-0553,A3,feedback_complaints,negative,overlap
R1,GF-0554,A3,billing_payments,neutral,production
R1,GF-0557,A3,shipping_delivery,neutral,production
R1,GF-0558,A3,other_contact,positive,production
R1,GF-0566,A3,billing_payments,neutral,production
R1,GF-0567,A3,cancellation,neutral,overlap
R1,GF-0568,A3,other_contact,neutral,production
R1,GF-0569,A3,billing_payments,neutral,production
R1,GF-0572,A3,billing_payments,neutral,overlap
R1,GF-0577,A3,refund_request,neutral,overlap
R1,GF-0578,A3,feedback_complaints,neutral,production
R1,GF-0580,A3,other_contact,neutral,production
R1,GF-0581,A3,cancellation,neutral,overlap
R1,GF-0582,A3,refund_request,neutral,production
R1,GF-0583,A3,feedback_complaints,neutral,overlap
R1,GF-0585,A3,refund_request,neutral,production
R1,GF-0587,A3,refund_request,neutral,overlap
R1,GF-0588,A3,order_changes,neutral,overlap
R1,GF-0589,A3,other_contact,neutral,overlap
R1,GF-0590,A3,feedback_complaints,negative,overlap
R1,GF-0591,A3,billing_payments,neutral,overlap
R1,GF-0592,A3,feedback_complaints,neutral,overlap
R1,GF-0593,A3,billing_payments,negative,production
R1,GF-0595,A3,shipping_delivery,neutral,production
R1,GF-0596,A3,feedback_complaints,negative,overlap
R1,GF-0598,A3,account_access,positive,overlap
R1,GF-0599,A3,billing_payments,neutral,production
R1,GF-0600,A3,billing_payments,neutral,production
