ticket_id,text,source,design_intent,ambiguity_type,augmentation,design_sentiment,borderline,is_gold,is_calibration,batch,in_overlap
GF-0256,assistance subscriving to the company newsletter,bitext,other_contact,none,none,neutral,False,False,False,B2,False
GF-0257,help talking with customer service,bitext,other_contact,none,none,neutral,False,False,False,B4,False
GF-0258,I don't know how to create a premium account for my fiance,bitext,account_access,none,none,neutral,False,False,False,B4,False
GF-0259,is it possible to lodge a customer claim,bitext,feedback_complaints,none,none,neutral,False,False,False,B2,False
GF-0260,Great experience so far. opening new premium account,bitext,account_access,none,pos_wrap,positive,False,False,False,B1,False
GF-0261,I can no longer afford purchase #5936436,bitext,cancellation,none,none,neutral,False,False,False,B4,True
GF-0262,I'm waiting for a  compensation of #1866995#2275152,bitext,refund_request,none,none,neutral,False,False,False,B4,False
GF-0263,How do I get a human on the line?,injected_short_fragment,other_contact,short_fragment,none,neutral,True,False,False,B4,False
GF-0264,"Love the new site, by the way! check payment modalities",bitext,billing_payments,none,pos_wrap,positive,False,False,False,B4,False
GF-0265,Very upsetting situation. i can no longer pay for order #4072634,bitext,cancellation,none,neg_wrap,negative,False,False,False,B2,False
GF-0266,can ushow me the accepted payment metyods,bitext,billing_payments,none,none,neutral,False,True,False,B4,True
GF-0267,help me to change a goddamn product of order $58,bitext,order_changes,none,none,neutral,False,False,True,B1,True
GF-0268,want help to request a compensation of my money,bitext,refund_request,none,none,neutral,False,False,False,B4,False
GF-0269,You guys are awesome. Quick question: see in which cases can I request a reimbursement,bitext,other_contact,none,pos_wrap,positive,False,False,False,B1,False
GF-0270,help me canceling purchase $89.99,bitext,cancellation,none,none,neutral,False,False,False,B2,False
GF-0271,"Wow, amazing — the app crashes every time I log in. What a wonderful experience.",injected_sarcasm,account_access,sarcasm,none,negative,True,False,False,B1,False
GF-0272,"Love the new site, by the way! is it possible to order from #6860249?",bitext,shipping_delivery,none,pos_wrap,positive,False,False,False,B2,False
GF-0273,assistance to cancel purchase #8291293,bitext,cancellation,none,none,neutral,False,True,False,B2,True
GF-0274,"I purchased some product, cancel order #7055261",bitext,cancellation,none,none,neutral,False,False,False,B2,False
GF-0275,Would you mind telling me why my delivery is three days late?,injected_polite_complaint,shipping_delivery,polite_complaint,none,negative,True,False,False,B2,True
GF-0276,Money back now.,injected_short_fragment,refund_request,short_fragment,none,negative,True,True,False,B3,True
GF-0277,can ya help me to see what payment options ya accept,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0278,I need help to recover my profile key,bitext,account_access,none,none,neutral,False,False,False,B4,False
GF-0279,"Hello, it seems my refund is taking longer than the promised 5 days.",injected_polite_complaint,refund_request,polite_complaint,none,negative,True,False,False,B3,True
GF-0280,Sort out the duplicate charge on my card and refund $89.99 for order #9912776.,injected_mixed_intent,refund_request,mixed_intent,none,negative,True,False,False,B4,True
GF-0281,Very upsetting situation. where to check the termination charges?,bitext,cancellation,none,neg_wrap,negative,False,False,True,B3,True
GF-0282,"I can't afford this item, I try to cancel order $64.2",bitext,cancellation,none,none,neutral,False,False,False,B4,False
GF-0283,switching user,bitext,account_access,none,none,neutral,False,False,False,B1,False
GF-0284,modify purchase #3045073,bitext,order_changes,none,none,neutral,False,False,False,B3,False
GF-0285,I'm trying to set up another shipping address,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0286,i have to write an opinion for a service,bitext,feedback_complaints,none,none,neutral,False,False,False,B3,False
GF-0287,help me change the address,bitext,shipping_delivery,none,none,neutral,False,False,False,B1,False
GF-0288,I am trying to see when my package is going to arrive,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0289,I want help to purchase some items,bitext,order_changes,none,none,neutral,False,False,False,B3,False
GF-0290,i have to check the eta of the purchase #7023839,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0291,Brilliant — I still don't have my refund. You never disappoint.,injected_sarcasm,refund_request,sarcasm,none,negative,True,False,False,B2,True
GF-0292,I have got to check what delivery methods are there,bitext,shipping_delivery,none,none,neutral,False,True,False,B2,True
GF-0293,Honestly quite annoyed — i do not know how I can notify of an error with payments,bitext,billing_payments,none,neg_wrap,negative,False,False,False,B3,False
GF-0294,I'm getting tired of this awful runaround. i have tl see how soon can I expect my shipment,bitext,shipping_delivery,none,neg_wrap,negative,False,False,False,B4,False
GF-0295,You guys are awesome. Quick question: i want help adding some products to purchase #8291293,bitext,order_changes,none,pos_wrap,positive,False,True,False,B1,True
GF-0296,I'm getting tired of this awful runaround. i don't know how to inform of issues with online payment,bitext,billing_payments,none,neg_wrap,negative,False,False,False,B3,False
GF-0297,I want assistance submitting my delivery address,bitext,shipping_delivery,none,none,neutral,False,False,False,B3,False
GF-0298,Beyond angry. Process the refund for #4267341 or I'm going to my card provider.,injected_tone_trap,refund_request,tone_trap,none,negative,True,False,False,B3,True
GF-0299,i need help to delete something from order $49.99,bitext,order_changes,none,none,neutral,False,False,True,B1,True
GF-0300,Great experience so far. i call to see the shipping methods,bitext,shipping_delivery,none,pos_wrap,positive,False,False,False,B2,False
GF-0301,help me reporting an issue wigh online payment,bitext,billing_payments,none,none,neutral,False,False,False,B3,False
GF-0302,i need assistance swapping an article of order $120,bitext,order_changes,none,none,neutral,False,False,False,B3,False
GF-0303,I'm waiting for a reimbjrsement of #4661544$40,bitext,refund_request,none,none,neutral,False,False,False,B3,False
GF-0304,Great experience so far. getting bill from $89.99,bitext,billing_payments,none,pos_wrap,positive,False,False,False,B3,False
GF-0305,want help filing a claim,bitext,feedback_complaints,none,none,neutral,False,False,False,B4,False
GF-0306,Honestly quite annoyed — could you help me to write an opinion for your company?,bitext,feedback_complaints,none,neg_wrap,negative,False,False,False,B3,False
GF-0307,I want help speaking to goddamn customer service,bitext,other_contact,none,none,neutral,False,False,False,B3,False
GF-0308,Thanks so much! i do not know how I can check the status of my compensation,bitext,refund_request,none,pos_wrap,positive,False,False,False,B2,False
GF-0309,Thanks so much! contact agent,bitext,other_contact,none,pos_wrap,positive,False,False,False,B2,False
GF-0310,I want help to submit the new delivery address,bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0311,I need to create a gold account,bitext,account_access,none,none,neutral,False,False,False,B1,False
GF-0312,how to submit my feedback about your company?,bitext,feedback_complaints,none,none,neutral,False,False,False,B3,False
GF-0313,how doI see the early termination penalty?,bitext,cancellation,none,none,neutral,False,False,False,B3,False
GF-0314,how can i get information about updating order #6818269,bitext,order_changes,none,none,neutral,False,False,False,B3,False
GF-0315,help me seeing the termination fees,bitext,cancellation,none,none,neutral,False,False,False,B1,False
GF-0316,need to notify of an issue with registrations,bitext,account_access,none,none,neutral,False,False,False,B3,False
GF-0317,can you help me to see the current status of my refund?,bitext,refund_request,none,none,neutral,False,False,False,B2,False
GF-0318,Thanks so much! i need help checking the termination fee,bitext,cancellation,none,pos_wrap,positive,True,False,False,B1,True
GF-0319,i need assistance canceling roder $120,bitext,cancellation,none,none,neutral,False,True,False,B2,True
GF-0320,help lodging a consumer reclamation against your business,bitext,feedback_complaints,none,none,neutral,False,False,False,B2,False
GF-0321,I want assistance seeing when will my item arrive,bitext,shipping_delivery,none,none,neutral,False,False,True,B2,True
GF-0322,I do not know how I can see the early termination penalty,bitext,cancellation,none,none,neutral,False,False,False,B1,False
GF-0323,i have troubles entering the new shipping address,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0324,Refund please for #3623354. Oh and cancel any repeat orders on my account.,injected_mixed_intent,refund_request,mixed_intent,none,neutral,True,False,False,B2,True
GF-0325,i try to change my shipping address,bitext,shipping_delivery,none,none,neutral,False,True,False,B1,True
GF-0326,where do I get invoice #00108?,bitext,billing_payments,none,none,neutral,False,False,False,B3,False
GF-0327,looking for invoice from $120,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0328,I want help filing a consumer complaint,bitext,feedback_complaints,none,none,neutral,False,False,False,B1,False
GF-0329,Very upsetting situation. could you help me file a reclamation ?,bitext,feedback_complaints,none,neg_wrap,negative,False,False,False,B4,False
GF-0330,what do I need to do to request a fucking refund?,bitext,refund_request,none,none,neutral,False,False,False,B3,False
GF-0331,need assistance to talk with an agent,bitext,other_contact,none,none,neutral,False,False,False,B3,False
GF-0332,I want to know more about the subscription to the newsletter,bitext,other_contact,none,none,neutral,False,True,False,B3,True
GF-0333,"I have made a mistake, help me change purchase #8438443",bitext,order_changes,none,none,neutral,False,False,False,B4,False
GF-0334,see purchase $120 status,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,True
GF-0335,uhave a free number to get in touch with customer assistance,bitext,other_contact,none,none,neutral,False,False,False,B3,False
GF-0336,"Oh great, my delivery went to the wrong address again. Exactly what I needed today.",injected_sarcasm,shipping_delivery,sarcasm,none,negative,True,False,True,B4,True
GF-0337,You guys are awesome. Quick question: open premium cacount for wife,bitext,account_access,none,pos_wrap,positive,False,False,False,B4,False
GF-0338,Very upsetting situation. i do not know how I can submit my feedback for your products,bitext,feedback_complaints,none,neg_wrap,negative,False,True,False,B3,True
GF-0339,Could someone explain why I was charged twice this month?,injected_polite_complaint,billing_payments,polite_complaint,none,negative,True,False,False,B1,True
GF-0340,I don't know how to see what delivery methods I have,bitext,shipping_delivery,none,none,neutral,False,False,False,B3,False
GF-0341,I need to know if there is anything new on the restitution,bitext,refund_request,none,none,neutral,False,False,False,B4,False
GF-0342,help solving a goddamn error with online payments,bitext,billing_payments,none,none,negative,False,False,False,B3,False
GF-0343,help me downloading my invoice #37777,bitext,billing_payments,none,none,neutral,False,False,False,B3,False
GF-0344,I try to set  up my goddamn shipping address,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0345,I have problems with canceling purchase #4241087,bitext,cancellation,none,none,neutral,False,False,True,B4,True
GF-0346,I need help unsubscribing to the company newsletter,bitext,other_contact,none,none,neutral,False,False,False,B4,False
GF-0347,I am trying to leave fewedback about a service,bitext,feedback_complaints,none,none,neutral,False,False,False,B2,False
GF-0348,want assistance cancelling order #1938488,bitext,cancellation,none,none,neutral,False,False,False,B2,False
GF-0349,uhave a free number to talk with customer assistance,bitext,other_contact,none,none,neutral,False,False,False,B3,False
GF-0350,Honestly quite annoyed — canceling order #3298645,bitext,cancellation,none,neg_wrap,negative,False,False,False,B1,False
GF-0351,i want help to update order #2526539,bitext,order_changes,none,none,neutral,False,False,False,B3,False
GF-0352,get money back,bitext,refund_request,none,none,neutral,False,False,False,B4,False
GF-0353,i have a tyrouble modifying my address,bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0354,assistance checking the fucking early exit penalties,bitext,cancellation,none,none,neutral,False,False,False,B3,False
GF-0355,"my experience with you was too bad, help making a complaint",bitext,feedback_complaints,none,none,neutral,False,False,False,B3,False
GF-0356,I am trying to leave an opinion about your company,bitext,feedback_complaints,none,none,neutral,False,True,False,B2,True
GF-0357,Never shopping here again. Cancel #7471523.,injected_tone_trap,cancellation,tone_trap,none,negative,True,True,False,B3,True
GF-0358,Frustrated customer here. need help to swap an item of order #3336109,bitext,order_changes,none,neg_wrap,negative,False,False,False,B4,False
GF-0359,Great experience so far. can you help me cancelling my newsletter subscription?,bitext,other_contact,none,pos_wrap,positive,True,False,False,B1,True
GF-0360,"Love how I still don't have my refund. Really top-notch stuff, guys.",injected_sarcasm,refund_request,sarcasm,none,negative,True,False,False,B2,True
GF-0361,I want help buying some of your product,bitext,order_changes,none,none,neutral,False,True,False,B3,True
GF-0362,i want help requesting a reimbursement of moey,bitext,refund_request,none,none,neutral,False,False,False,B3,False
GF-0363,I'm getting tired of this awful runaround. where could I check the current status of my restitution?,bitext,refund_request,none,neg_wrap,negative,False,False,False,B2,False
GF-0364,lodging consuer complaint,bitext,feedback_complaints,none,none,neutral,False,True,False,B3,True
GF-0365,can i talk to an agent,bitext,other_contact,none,none,neutral,False,True,False,B2,True
GF-0366,Package. Late. Again.,injected_short_fragment,shipping_delivery,short_fragment,none,negative,True,False,True,B1,True
GF-0367,"Love the new site, by the way! i don't know what I have to do to see the withdrawal charges",bitext,cancellation,none,pos_wrap,positive,False,False,False,B3,False
GF-0368,"Oh great, my card got charged twice again. Exactly what I needed today.",injected_sarcasm,billing_payments,sarcasm,none,negative,True,False,False,B3,False
GF-0369,I'm getting tired of this awful runaround. changing to pro account,bitext,account_access,none,neg_wrap,negative,False,True,False,B2,True
GF-0370,This is ridiculous. Refund my card for order #3045073 NOW.,injected_tone_trap,refund_request,tone_trap,none,negative,True,False,True,B1,True
GF-0371,can i get the bill #12588,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0372,can you help me filing a claim against your organization?,bitext,feedback_complaints,none,none,neutral,False,False,False,B4,False
GF-0373,"Could you let me know the status of my refund, please? It seems delayed.",injected_polite_complaint,refund_request,polite_complaint,none,negative,True,True,False,B4,True
GF-0374,Great experience so far. help me to download the bill #37777,bitext,billing_payments,none,pos_wrap,positive,False,True,False,B1,True
GF-0375,help to see the current status of purchase #7167086,bitext,shipping_delivery,none,none,neutral,False,False,False,B1,False
GF-0376,Totally outrageous. I want #7167086 cancelled before it ships.,injected_tone_trap,cancellation,tone_trap,none,negative,True,False,True,B4,True
GF-0377,This is the second time I'm asking: cancel #4267341 and return my $14.5.,injected_mixed_intent,refund_request,mixed_intent,none,negative,True,True,False,B1,True
GF-0378,how to check at what time i can reach customer assistance,bitext,other_contact,none,none,neutral,False,False,False,B4,False
GF-0379,could you help me canceling purchase $58?,bitext,cancellation,none,none,neutral,False,False,False,B4,False
GF-0380,You guys are awesome. Quick question: in which cases can I request refunds?,bitext,other_contact,none,pos_wrap,positive,False,False,False,B1,False
GF-0381,I'm waiting for a restitution of $49.99#3336109,bitext,refund_request,none,none,neutral,False,True,False,B3,True
GF-0382,I can't see if there is anything wrong with the restitution,bitext,refund_request,none,none,negative,False,False,False,B4,False
GF-0383,i have a question about creating a #8919350 account,bitext,account_access,none,none,neutral,False,False,False,B4,False
GF-0384,is it possible to list ur accepted payment modalities,bitext,billing_payments,none,none,neutral,False,False,False,B3,False
GF-0385,order a few of your article,bitext,order_changes,none,none,neutral,False,False,False,B3,False
GF-0386,is it possible to get rebates of money?,bitext,refund_request,none,none,neutral,False,False,False,B2,False
GF-0387,Frustrated customer here. i am trying to see the accepted payment methods,bitext,billing_payments,none,neg_wrap,negative,False,True,False,B3,True
GF-0388,I cannot receive the corporate newsletter,bitext,other_contact,none,none,neutral,False,False,False,B1,False
GF-0389,cancel purchase  $89.99,bitext,cancellation,none,none,neutral,False,False,False,B2,False
GF-0390,"Just perfect. My refund has vanished into thin air, and nobody even told me.",injected_sarcasm,refund_request,sarcasm,none,negative,True,False,False,B2,True
GF-0391,how to use the premium profile,bitext,account_access,none,none,neutral,False,False,False,B4,False
GF-0392,i expect a compensation of #4661544 dollars was it processed,bitext,refund_request,none,none,neutral,False,False,False,B1,False
GF-0393,help me see in what situations can i request to be refunded,bitext,other_contact,none,none,neutral,False,False,False,B2,False
GF-0394,I have to see what payment payment modalities are accepted,bitext,billing_payments,none,none,neutral,False,False,False,B1,True
GF-0395,"I want to see the methods for delivery, can you help me?",bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0396,Very upsetting situation. can i place an oeder from $14.5,bitext,shipping_delivery,none,neg_wrap,negative,False,False,False,B3,False
GF-0397,Great experience so far. question about canceling purchase #5556096,bitext,cancellation,none,pos_wrap,positive,False,False,False,B4,False
GF-0398,I  need assistance to download invoice #85632,bitext,billing_payments,none,none,neutral,False,False,False,B4,False
GF-0399,I'm getting tired of this awful runaround. locating order #1938488,bitext,shipping_delivery,none,neg_wrap,negative,False,False,False,B1,False
GF-0400,Thanks so much! help receiving reinbursements of my money,bitext,refund_request,none,pos_wrap,positive,False,False,False,B4,True
GF-0401,Charged twice??,injected_short_fragment,billing_payments,short_fragment,none,negative,True,False,False,B2,True
GF-0402,I have a problem with the deletion of my #2526539 account,bitext,account_access,none,none,neutral,False,False,False,B2,False
GF-0403,I would like to recover the key of my user account,bitext,account_access,none,none,neutral,False,False,False,B3,False
GF-0404,could you help me see purchase #2705718 current status?,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0405,What a disgrace. Cancel my order #3070817 right now.,injected_tone_trap,cancellation,tone_trap,none,negative,True,False,True,B4,True
GF-0406,I'm getting tired of this awful runaround. where can I cancel my subscription to the newsletter?,bitext,other_contact,none,neg_wrap,negative,True,False,False,B3,True
GF-0407,assistance obtaining a refund of money,bitext,refund_request,none,none,neutral,False,False,False,B2,False
GF-0408,I do not know what I have to do to get my invoice #37777,bitext,billing_payments,none,none,neutral,False,False,True,B4,True
GF-0409,how long until i get my money back,bitext,refund_request,none,none,neutral,False,False,False,B4,False
GF-0410,I have a problem submitting a different delivery address,bitext,shipping_delivery,none,none,neutral,False,False,False,B1,False
GF-0411,i have got to notify of ah issue with a registration,bitext,account_access,none,none,neutral,False,False,False,B1,True
GF-0412,I'm getting tired of this awful runaround. i expect a restitution of #5791940$89.99 has it been prcoessed,bitext,refund_request,none,neg_wrap,negative,False,False,False,B2,False
GF-0413,I've had it with you people — refund the $89.99 for #5270877.,injected_tone_trap,refund_request,tone_trap,none,negative,True,False,True,B4,True
GF-0414,"Frustrated customer here. i want to set up a secondary delivery address, how to do it?",bitext,shipping_delivery,none,neg_wrap,negative,False,False,False,B4,False
GF-0415,Honestly quite annoyed — find information about subscribing to your newsletter,bitext,other_contact,none,neg_wrap,negative,False,False,True,B2,True
GF-0416,I'm getting tired of this awful runaround. can ya help me to solve probelms with payment,bitext,billing_payments,none,neg_wrap,negative,False,False,False,B1,False
GF-0417,how do I see the status of the reimbursement?,bitext,refund_request,none,none,neutral,False,False,False,B1,False
GF-0418,I do not know what I have to do to edit the address,bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0419,Fantastic service as always: you billed me for an order I never got.,injected_sarcasm,billing_payments,sarcasm,none,negative,True,True,False,B1,True
GF-0420,You guys are awesome. Quick question: change to the standard account,bitext,account_access,none,pos_wrap,positive,False,True,False,B4,True
GF-0421,I don't know what to do to get a reimbursement,bitext,refund_request,none,none,neutral,False,False,False,B2,False
GF-0422,I can't remove some articles from purchase #8649800,bitext,order_changes,none,none,neutral,False,False,False,B2,False
GF-0423,I need assistance trying to correct my delivery address,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0424,I want help to modify the address,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0425,"Great job, really: the app crashes every time I log in. So happy I chose you.",injected_sarcasm,account_access,sarcasm,none,negative,True,True,False,B1,True
GF-0426,I don't know how to speak with an assistan,bitext,other_contact,none,none,neutral,False,False,False,B1,False
GF-0427,Would it be possible to check why my card was billed twice for one order?,injected_polite_complaint,billing_payments,polite_complaint,none,negative,True,False,False,B3,False
GF-0428,Frustrated customer here. assistance removing something from purchase #7023839,bitext,order_changes,none,neg_wrap,negative,False,False,False,B4,False
GF-0429,i dont know how to cancel purchase #3336109,bitext,cancellation,none,none,neutral,False,False,False,B3,False
GF-0430,I'm a little concerned my refund hasn't reached my account yet.,injected_polite_complaint,refund_request,polite_complaint,none,negative,True,True,False,B1,True
GF-0431,i want help removing a product from order #2705718,bitext,order_changes,none,none,neutral,False,False,False,B4,False
GF-0432,I try to ask for a compensation of my money,bitext,refund_request,none,none,neutral,False,False,False,B1,False
GF-0433,I don't know what I have to do to do a pucrhase,bitext,order_changes,none,none,neutral,False,False,False,B1,False
GF-0434,help me to leave feedback for ur services,bitext,feedback_complaints,none,none,neutral,False,False,False,B2,False
GF-0435,You should be ashamed. Cancel order #5791940 and confirm it in writing.,injected_tone_trap,cancellation,tone_trap,none,negative,True,False,False,B2,True
GF-0436,how do I see the early exit fee?,bitext,cancellation,none,none,neutral,False,False,False,B3,False
GF-0437,I am calling to file a complaint against your organization,bitext,feedback_complaints,none,none,neutral,False,False,False,B2,False
GF-0438,I'm trying to request rebates of my money,bitext,refund_request,none,none,neutral,False,False,False,B1,False
GF-0439,help me get my bill from $120,bitext,billing_payments,none,none,neutral,False,False,False,B4,False
GF-0440,Can you cancel #7055261? And the pending charge of $14.5 needs to come off my card.,injected_mixed_intent,cancellation,mixed_intent,none,neutral,True,True,False,B1,True
GF-0441,"I have ordered some article, cancel purchase #4072634",bitext,cancellation,none,none,neutral,False,False,False,B1,False
GF-0442,I need help to retrieev my user PIN,bitext,account_access,none,none,neutral,False,True,False,B2,True
GF-0443,I need assistance canceling purchase $58,bitext,cancellation,none,none,neutral,False,False,False,B1,True
GF-0444,"Great job, really: you billed me for an order I never got. So happy I chose you.",injected_sarcasm,billing_payments,sarcasm,none,negative,True,False,False,B3,False
GF-0445,i try to make a bloody consumer complaint against ur company,bitext,feedback_complaints,none,none,neutral,False,False,False,B4,False
GF-0446,I need to cancel #8757008 — also why was I billed $64.2 twice?,injected_mixed_intent,cancellation,mixed_intent,none,neutral,True,False,False,B2,True
GF-0447,I'm getting tired of this awful runaround. i try to file a complaint against your organization,bitext,feedback_complaints,none,neg_wrap,negative,False,False,False,B1,False
GF-0448,is it possible to receive fucking refunds of my money?,bitext,refund_request,none,none,neutral,False,False,False,B4,False
GF-0449,I don't know how I can change to the #3897973 account,bitext,account_access,none,none,neutral,False,False,False,B1,False
GF-0450,i have to inform of problems with signup can i get some help,bitext,account_access,none,none,neutral,False,False,False,B3,False
GF-0451,Great experience so far. mldifying $58 account,bitext,account_access,none,pos_wrap,positive,False,False,False,B1,False
GF-0452,can you help me to file a fucking customer reclamation?,bitext,feedback_complaints,none,none,neutral,False,False,False,B4,False
GF-0453,i have problems setting up my delivery address,bitext,shipping_delivery,none,none,neutral,False,False,False,B1,False
GF-0454,can I inform of issues with signup?,bitext,account_access,none,none,neutral,False,False,False,B3,False
GF-0455,want help to notify of troubles with online payment,bitext,billing_payments,none,none,neutral,False,False,False,B2,False
GF-0456,I'm getting tired of this awful runaround. assistance seeing in what casew can i ask to be refunded,bitext,other_contact,none,neg_wrap,negative,False,False,False,B4,False
GF-0457,I need assistance to give a quick look at the bill #37777,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0458,Thanks so much! is there a way to leave an opinion about a service?,bitext,feedback_complaints,none,pos_wrap,positive,False,False,False,B2,False
GF-0459,I need to order some articles,bitext,order_changes,none,none,neutral,False,False,False,B1,False
GF-0460,"Great job, really: I still don't have my refund. So happy I chose you.",injected_sarcasm,refund_request,sarcasm,none,negative,True,False,True,B3,True
GF-0461,"I ain't happy with your work, I need to make a claim",bitext,feedback_complaints,none,none,positive,False,False,False,B3,False
GF-0462,i dont khow how to cancel order $89.99,bitext,cancellation,none,none,neutral,False,False,False,B2,False
GF-0463,I'm slightly worried: my delivery shows no movement for six days.,injected_polite_complaint,shipping_delivery,polite_complaint,none,negative,True,False,True,B1,True
GF-0464,need assistance checking the ETA of the purchase #4267341,bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0465,I'd like to edit the data included on my user i need help,bitext,account_access,none,none,neutral,False,False,True,B2,True
GF-0466,Could anyone clarify this unexpected charge on my invoice?,injected_polite_complaint,billing_payments,polite_complaint,none,negative,True,True,False,B1,True
GF-0467,how to shop a few of ur article,bitext,order_changes,none,none,neutral,False,False,False,B2,True
GF-0468,see bill from #5823065,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0469,I need help checking the early termination penalties,bitext,cancellation,none,none,neutral,False,False,False,B2,False
GF-0470,i do not know what to do to see the options for shipping,bitext,shipping_delivery,none,none,neutral,False,True,False,B1,True
GF-0471,I want help byying some bloody products,bitext,order_changes,none,none,neutral,False,False,False,B1,False
GF-0472,Very upsetting situation. i want aswistance to set up the new delivery address,bitext,shipping_delivery,none,neg_wrap,negative,False,False,False,B4,False
GF-0473,need help with creating my #3336109 account,bitext,account_access,none,none,neutral,False,False,True,B1,True
GF-0474,where can I see when my damn package is going to arrive?,bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0475,I have a problem with cancelling purchase #8649800,bitext,cancellation,none,none,neutral,False,False,False,B4,False
GF-0476,i do not know how i can unubscribe to the newsletter,bitext,other_contact,none,none,neutral,False,False,True,B1,True
GF-0477,"Yeah, because you billed me for an order I never got is totally my favorite thing.",injected_sarcasm,billing_payments,sarcasm,none,negative,True,False,False,B4,True
GF-0478,I have got to download my invoices from #6818269,bitext,billing_payments,none,none,neutral,False,False,False,B4,False
GF-0479,how can I see the early exit penalies?,bitext,cancellation,none,none,neutral,False,False,False,B1,False
GF-0480,Honestly quite annoyed — i need help calling customer assistance,bitext,other_contact,none,neg_wrap,negative,False,False,False,B2,False
GF-0481,what do I need to do to write an opinion for your products?,bitext,feedback_complaints,none,none,neutral,False,False,False,B4,False
GF-0482,Speak to someone please.,injected_short_fragment,other_contact,short_fragment,none,neutral,True,False,True,B2,True
GF-0483,I do not know how I could get the bill from #8630833,bitext,billing_payments,none,none,neutral,False,False,False,B2,False
GF-0484,tell me what hours customer support available is,bitext,other_contact,none,none,neutral,False,False,False,B4,False
GF-0485,You guys are awesome. Quick question: where to check  the termination fee?,bitext,cancellation,none,pos_wrap,positive,True,False,False,B3,True
GF-0486,correct details on gold account,bitext,account_access,none,none,neutral,False,False,False,B2,False
GF-0487,I have to leave feedback about a product,bitext,feedback_complaints,none,none,neutral,False,False,False,B1,False
GF-0488,Honestly quite annoyed — i do not know how I can see the current status of my refund,bitext,refund_request,none,neg_wrap,negative,False,False,False,B1,False
GF-0489,Very upsetting situation. could you help me to open a #6860249 account?,bitext,account_access,none,neg_wrap,negative,False,False,False,B1,False
GF-0490,what do I need to do to see the compensation current status?,bitext,refund_request,none,none,neutral,False,False,False,B1,False
GF-0491,Frustrated customer here. can uhelp me check if there are any updates on the rebate,bitext,refund_request,none,neg_wrap,negative,False,True,False,B2,True
GF-0492,is it possible to place na order from #6818269,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0493,want help to talk to someone,bitext,other_contact,none,none,neutral,False,False,False,B3,False
GF-0494,"Love how my card got charged twice. Really top-notch stuff, guys.",injected_sarcasm,billing_payments,sarcasm,none,negative,True,False,False,B2,True
GF-0495,i cannot switch a product of purchase #4267341,bitext,order_changes,none,none,neutral,False,False,False,B3,False
GF-0496,where to see the early termination fees?,bitext,cancellation,none,none,neutral,False,False,False,B2,False
GF-0497,"I bought the same item twice, cancel order #6658042",bitext,cancellation,none,none,neutral,False,False,False,B3,False
GF-0498,"I have got to leave some feedback for your products, help me",bitext,feedback_complaints,none,none,neutral,False,False,False,B1,False
GF-0499,"Thanks so much! the experience with you was too bad, make a bloody claim",bitext,feedback_complaints,none,pos_wrap,positive,False,False,False,B4,False
GF-0500,can uhelp me speak tyo somebody,bitext,other_contact,none,none,neutral,False,True,False,B1,True
GF-0501,i have lost the invoice #00108 could umail it to me,bitext,billing_payments,none,none,neutral,False,False,False,B2,False
GF-0502,how do I get a rebate?,bitext,refund_request,none,none,neutral,False,True,False,B1,True
GF-0503,could you help me see what damn shipment methods you offer?,bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0504,"I have entered a wrong fucking delivery address, correct it",bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0505,"I need to check the payment modalities, can you help me?",bitext,billing_payments,none,none,neutral,False,False,False,B4,False
GF-0506,when will purchase $120 arrive,bitext,shipping_delivery,none,none,neutral,False,False,False,B2,False
GF-0507,iwant a freemium account for my husband open it,bitext,account_access,none,none,neutral,False,False,False,B4,False
GF-0508,I need assistance using the #1938488 preofile,bitext,account_access,none,none,neutral,False,False,False,B1,False
GF-0509,I expect a reimbursement of $89.99#2275152,bitext,refund_request,none,none,neutral,False,False,False,B3,False
GF-0510,want help reporting issues with online payments,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
