ticket_id,label_role,first_pass_intent,final_intent,intent_rework,first_pass_sentiment,final_sentiment,sentiment_rework,qa_stage
GF-0348,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0349,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0350,production,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0351,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0352,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0353,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0354,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0355,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0356,overlap,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0357,overlap,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0358,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0359,overlap,cancellation,cancellation,False,positive,positive,False,tier2_senior_review
GF-0360,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0361,overlap,order_changes,order_changes,False,neutral,neutral,False,tier2_senior_review
GF-0362,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0363,production,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0364,overlap,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0365,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0366,overlap,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0367,production,billing_payments,billing_payments,False,positive,positive,False,tier2_senior_review
GF-0368,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0369,overlap,account_access,account_access,False,negative,negative,False,tier2_senior_review
GF-0370,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0371,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0372,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0373,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0374,overlap,billing_payments,billing_payments,False,positive,positive,False,tier2_senior_review
GF-0375,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0376,overlap,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0377,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0378,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0379,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0380,production,refund_request,refund_request,False,positive,positive,False,tier2_senior_review
GF-0381,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0382,production,refund_request,refund_request,False,neutral,negative,True,tier2_senior_review
GF-0383,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0384,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0385,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0386,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0387,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0388,production,other_contact,other_contact,False,neutral,negative,True,tier2_senior_review
GF-0389,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0390,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0391,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0392,production,refund_request,refund_request,False,positive,neutral,True,tier2_senior_review
GF-0393,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0394,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0395,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0396,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0397,production,cancellation,cancellation,False,positive,positive,False,tier2_senior_review
GF-0398,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0399,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0400,overlap,refund_request,refund_request,False,positive,positive,False,tier2_senior_review
GF-0401,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0402,production,account_access,account_access,False,negative,negative,False,tier2_senior_review
GF-0403,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0404,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0405,overlap,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0406,overlap,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0407,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0408,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0409,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0410,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0411,overlap,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0412,production,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0413,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0414,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0415,overlap,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0416,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0417,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0418,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0419,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0420,overlap,account_access,account_access,False,positive,positive,False,tier2_senior_review
GF-0421,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0422,production,order_changes,order_changes,False,negative,negative,False,tier2_senior_review
GF-0423,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0424,production,billing_payments,other_contact,True,neutral,neutral,False,tier2_senior_review
GF-0425,overlap,account_access,account_access,False,negative,negative,False,tier2_senior_review
GF-0426,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0427,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0428,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0429,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0430,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0431,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0432,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0433,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0434,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0435,overlap,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0436,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0437,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0438,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0439,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0440,overlap,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0441,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0442,overlap,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0443,overlap,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0444,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0445,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0446,overlap,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0447,production,feedback_complaints,feedback_complaints,False,negative,negative,False,tier2_senior_review
GF-0448,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0449,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0450,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0451,production,account_access,account_access,False,positive,positive,False,tier2_senior_review
GF-0452,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0453,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0454,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0455,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0456,production,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0457,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0458,production,feedback_complaints,feedback_complaints,False,positive,positive,False,tier2_senior_review
GF-0459,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0460,overlap,refund_request,refund_request,False,positive,positive,False,tier2_senior_review
GF-0461,production,other_contact,other_contact,False,positive,positive,False,tier2_senior_review
GF-0462,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0463,overlap,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0464,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0465,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0466,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0467,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0468,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0469,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0470,overlap,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0471,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0472,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0473,overlap,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0474,production,shipping_delivery,shipping_delivery,False,neutral,negative,True,tier2_senior_review
GF-0475,production,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0476,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0477,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0478,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0479,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0480,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0481,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0482,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0483,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0484,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0485,overlap,cancellation,cancellation,False,positive,positive,False,tier2_senior_review
GF-0486,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0487,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0488,production,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0489,production,account_access,account_access,False,negative,negative,False,tier2_senior_review
GF-0490,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0491,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0492,production,other_contact,other_contact,False,positive,neutral,True,tier2_senior_review
GF-0493,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0494,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0495,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0496,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0497,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0498,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0499,production,other_contact,other_contact,False,positive,positive,False,tier2_senior_review
GF-0500,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0501,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0502,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0503,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0504,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0505,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0506,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0507,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0508,production,other_contact,other_contact,False,positive,neutral,True,tier2_senior_review
GF-0509,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0510,production,billing_payments,billing_payments,False,neutral,negative,True,tier2_senior_review
GF-0511,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0512,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0513,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0514,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0515,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0516,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0517,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0518,production,refund_request,refund_request,False,positive,positive,False,tier2_senior_review
GF-0519,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0520,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0521,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0522,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0523,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0524,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0525,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0526,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0527,production,refund_request,refund_request,False,positive,positive,False,tier2_senior_review
GF-0528,production,other_contact,account_access,True,neutral,neutral,False,tier2_senior_review
GF-0529,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0530,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0531,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0532,production,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0533,overlap,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0534,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0535,production,billing_payments,billing_payments,False,neutral,negative,True,tier2_senior_review
GF-0536,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0537,overlap,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0538,overlap,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0539,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0540,overlap,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0541,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0542,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0543,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0544,overlap,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0545,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0546,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0547,overlap,shipping_delivery,shipping_delivery,False,positive,positive,False,tier2_senior_review
GF-0548,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0549,production,order_changes,order_changes,False,neutral,neutral,False,tier2_senior_review
GF-0550,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0551,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0552,overlap,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0553,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0554,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0555,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0556,production,shipping_delivery,shipping_delivery,False,negative,negative,False,tier2_senior_review
GF-0557,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0558,production,other_contact,other_contact,False,negative,negative,False,tier2_senior_review
GF-0559,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0560,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0561,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0562,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0563,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0564,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0565,production,billing_payments,billing_payments,False,neutral,neutral,False,tier2_senior_review
GF-0566,production,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0567,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0568,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0569,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0570,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0571,production,other_contact,other_contact,False,neutral,negative,True,tier2_senior_review
GF-0572,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0573,production,cancellation,cancellation,False,positive,neutral,True,tier2_senior_review
GF-0574,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0575,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0576,production,account_access,account_access,False,neutral,neutral,False,tier2_senior_review
GF-0577,overlap,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0578,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0579,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0580,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0581,overlap,cancellation,cancellation,False,neutral,neutral,False,tier2_senior_review
GF-0582,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0583,overlap,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0584,production,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0585,production,refund_request,refund_request,False,neutral,neutral,False,tier2_senior_review
GF-0586,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0587,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0588,overlap,order_changes,order_changes,False,neutral,neutral,False,tier2_senior_review
GF-0589,overlap,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0590,overlap,cancellation,cancellation,False,negative,negative,False,tier2_senior_review
GF-0591,overlap,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0592,overlap,feedback_complaints,feedback_complaints,False,neutral,neutral,False,tier2_senior_review
GF-0593,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0594,production,order_changes,order_changes,False,neutral,neutral,False,tier2_senior_review
GF-0595,production,shipping_delivery,shipping_delivery,False,neutral,neutral,False,tier2_senior_review
GF-0596,overlap,refund_request,refund_request,False,negative,negative,False,tier2_senior_review
GF-0597,production,other_contact,other_contact,False,neutral,neutral,False,tier2_senior_review
GF-0598,overlap,account_access,account_access,False,negative,negative,False,tier2_senior_review
GF-0599,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
GF-0600,production,billing_payments,billing_payments,False,negative,negative,False,tier2_senior_review
